department,title,ask,answer
营养保健科,小儿肥胖不爱运动应怎样治疗才好,男孩子，刚5岁，近期，觉得，孩子好像越来越胖了，同时，食量非常的大，叫他运动也不愿意，请问：小儿肥胖不爱运动应怎样治疗才好。,当孩子身体出现肥胖的时候，家长要给孩子制定一套运动方案和健康饮食，家长可以让孩子做一些有利于改变肥胖症的运动，比如说去慢跑，去游泳等，并且多让孩子吃一些高纤维食物食物，像菠菜，胡萝卜等，禁止孩子吃一些油炸食品和干果类食物，这些都是干热量高脂肪的食物，而且不要让孩子总是吃完就躺在床上不动，提示家长给孩子治疗期间如果发现孩子情况严重的话就一定要带孩子去医院查明病情在针对治疗。
营养保健科,小儿肥胖不爱运动该如何医治,女宝宝，目前7岁，近期，觉得，我家孩子身上肉很多，并且，吃的饭也比一般孩子多，叫他运动也不愿意，请问：小儿肥胖不爱运动该如何医治。,孩子一旦患上肥胖症家长要先通过运动和饮食来改变孩子的情况，家长可以让孩子做一些有利于改变肥胖症的运动，比如说去慢跑，去游泳等，并且多吃一些富含维生素C的水果，像苹果，猕猴桃等，像饼干，夏威夷果，小蛋糕这个高热量的食物就不要给孩子吃了，而且孩子要是喜欢吃完就躺着，家长一定要帮助孩子改正这一不好的行为，在治疗小儿肥胖在期间，家长如果发现孩子情况严重要及时去医院查明原因在针对性的治疗。
营养保健科,小儿肥胖不爱吃蔬菜怎样治效果才好,女宝宝，刚5岁，今年，觉得，孩子好像越来越胖了，而且，吃起来好像也特别不节制，还不爱运动，请问：小儿肥胖不爱吃蔬菜怎样治效果才好。,儿童患有肥胖的话家长要控制孩子的饮食跟加大他的运动量，要让孩子做一些他这个年龄段能做的运动，如游泳，慢跑等，并且像胡萝卜，菠菜对改变肥胖都是有帮助的，不要给孩子吃炸鸡，蛋糕这类高脂肪的食物，而且那些不好的习惯也要帮助孩子改正过来，像吃完就不爱动，挑食等，家长在给孩子治疗小儿肥胖期间，如果小儿肥胖症状严重的话，要及时带孩子去正规的医院进行针对性的治疗，不要盲目的治疗。
营养保健科,小儿肥胖不爱吃蔬菜该如何治疗好,女宝宝，目前9岁，近期，发觉，我家孩子身上肉很多，同时，最近越来越能吃了，还不爱运动，请问：小儿肥胖不爱吃蔬菜该如何治疗好。,孩子身体肥胖可以先让孩子增加与运动量和控制饮食来缓解症状，可以给孩子安排游泳或者慢跑这样的有氧运动，并且多吃一些富含维生素C的水果，像苹果，猕猴桃等，一定不要让孩子碰那些高热量的食物，如蛋糕，薯片，可乐等，生活中不要让孩子在床上吃零食或者吃完就躺着这些不好的习惯也会让脂肪堆积，在治疗小儿肥胖在期间，家长如果发现孩子情况严重要及时去医院查明原因在针对性的治疗。
营养保健科,小儿肥胖不爱吃蔬菜该如何治疗才好,男宝，已经2岁，这一年，观察到，我家孩子体重要比别的孩子重很多，另外，吃的饭也比一般孩子多，叫他运动也不愿意，请问：小儿肥胖不爱吃蔬菜该如何治疗才好。,孩子身体肥胖可以先让孩子增加与运动量和控制饮食来缓解症状，可以先让他做一些有氧运动，比如慢跑，爬坡，游泳等，并且多吃一些蔬菜，像西红柿，黄瓜等，孩子不可以吃像蛋糕，夏威夷果这些高热量的食物，而且不要让孩子总是吃完就躺在床上不动，孩子在治疗期间家长要随时主要孩子的情况，情况严重者要在医生的指导下进行治疗，不要盲目治疗。
营养保健科,小儿肥胖不爱吃蔬菜怎样治效果好,男孩子，刚1岁，这一年，发觉，孩子好像越来越胖了，并且，吃起来好像也特别不节制，还不爱运动，请问：小儿肥胖不爱吃蔬菜怎样治效果好。,孩子出现肥胖症的情况。家长要通过孩子运功和健康的饮食来缓解他的症状，家长要监督孩子做一些有氧运动像慢跑，游泳等，像冬瓜，西红柿这样高纤维的蔬菜要多吃一些，不要让孩子吃一些高热量高脂肪的食物，比如，汉堡薯条，曲奇饼干等，也不要让孩子吃完就睡或者躺在沙发上吃零食，孩子在治疗期间家长要随时主要孩子的情况，情况严重者要在医生的指导下进行治疗，不要盲目治疗。
营养保健科,小儿肥胖爱吃肉应当如何治疗才好,女宝宝，刚2岁，今年，察觉到，我家孩子越来越胖了，并且，吃起来好像也特别不节制，还不爱运动，请问：小儿肥胖爱吃肉应当如何治疗才好。,想让孩子改变肥胖症的症状要给孩子合理的安排运动和饮食，可以先让他做一些有氧运动，比如慢跑，爬坡，游泳等，在这期间让孩子多吃一些黄瓜，西红柿猕猴桃等食物，不要给孩子吃炸鸡，蛋糕这类高脂肪的食物，也不要让孩子吃完就睡或者躺在沙发上吃零食，孩子在治疗期间家长要随时主要孩子的情况，情况严重者要在医生的指导下进行治疗，不要盲目治疗。
营养保健科,小儿肥胖爱吃肉理应怎样治效果好,我家男宝，今年4岁，最近几周，发觉，孩子好像越来越胖了，另外，吃的饭也比一般孩子多，平时都不喜欢吃去玩，请问：小儿肥胖爱吃肉理应怎样治效果好。,孩子身体肥胖可以先让孩子增加与运动量和控制饮食来缓解症状，可以先让他做一些有氧运动，比如慢跑，爬坡，游泳等，要给孩子多吃一些像苹果，猕猴桃，胡萝卜等食物，不要让孩子吃一些高热量高脂肪的食物，比如，汉堡薯条，曲奇饼干等，要帮助孩子改正吃完不喜欢动，或者暴饮暴食的习惯，肥胖症治疗期间家长要根据孩子的情况进行合理的治疗，如果病情严重的话一定要去医院查明原因针对治疗。
营养保健科,小儿肥胖爱吃肉应当如何诊治,女宝宝，目前9岁，最近，发觉，我家孩子体重要比别的孩子重很多，另外，吃的饭也比一般孩子多，叫他运动也不愿意，请问：小儿肥胖爱吃肉应当如何诊治。,针对一些小儿肥胖症状明显的的话家长让孩子多做一些运动不要挑食，家长可以让孩子做一些有利于改变肥胖症的运动，比如说去慢跑，去游泳等，像冬瓜，西红柿这样高纤维的蔬菜要多吃一些，孩子不可以吃像蛋糕，夏威夷果这些高热量的食物，而且那些不好的习惯也要帮助孩子改正过来，像吃完就不爱动，挑食等，家长在治疗小儿肥胖期间如果孩子情况严重就要及时去医院在医生的指导下给孩子治疗。
营养保健科,小儿肥胖不爱吃蔬菜该如何治效果才好,我家女宝，今年5岁，最近，发现，我家孩子越来越胖了，并且，最近越来越能吃了，还特别的懒，请问：小儿肥胖不爱吃蔬菜该如何治效果才好。,如果孩子患有肥胖症那么家长要先通过让他运动量和控制来改变他的症状，可以先让孩子在做运动的时候加大一些运动量，像慢跑，平常一圈可以半圈半圈加运动量，在这期间让孩子多吃一些黄瓜，西红柿猕猴桃等食物，瓜子，汉堡这样高热量的食物就不要让孩子吃了，而且孩子要是喜欢吃完就躺着，家长一定要帮助孩子改正这一不好的行为，提示家长给孩子治疗期间如果发现孩子情况严重的话就一定要带孩子去医院查明病情在针对治疗。
营养保健科,小儿肥胖爱吃肉理应如何治疗,男孩，10岁，上小学了，最近，察觉到，孩子好像越来越胖了，另外，最近越来越能吃了，还不爱运动，请问：小儿肥胖爱吃肉理应如何治疗。,改变孩子的肥胖要从让他爱运动和不挑食开始，给孩子在承受范围内安排孩子游泳，慢跑等运动，要给孩子多吃一些像苹果，猕猴桃，胡萝卜等食物，不要让孩子吃一些高热量高脂肪的食物，比如，汉堡薯条，曲奇饼干等，也不要让孩子总是暴饮暴食，让他多运动，提示家长给孩子治疗期间如果发现孩子情况严重的话就一定要带孩子去医院查明病情在针对治疗。
营养保健科,小儿肥胖爱吃肉理应怎样治疗好,男宝，已经2岁，今年，发觉，我家孩子身上肉很多，并且，吃起来好像也特别不节制，叫他运动也不愿意，请问：小儿肥胖爱吃肉理应怎样治疗好。,孩子一旦患上肥胖症家长要先通过运动和饮食来改变孩子的情况，家长可以让孩子做一些有利于改变肥胖症的运动，比如说去慢跑，去游泳等，要给孩子多吃一些像苹果，猕猴桃，胡萝卜等食物，像饼干，夏威夷果，小蛋糕这个高热量的食物就不要给孩子吃了，而且那些不好的习惯也要帮助孩子改正过来，像吃完就不爱动，挑食等，家长在给孩子治疗肥胖症期间，如果上述方法没有让您的孩子肥胖症状缓解的话要及时去医院查明原因，避免病情加重。
营养保健科,小儿肥胖爱吃肉理应如何医治,我家女宝，今年5岁，最近，发觉，我家孩子越来越胖了，同时，吃的饭也比一般孩子多，喜欢吃完饭就躺着，请问：小儿肥胖爱吃肉理应如何医治。,如果孩子得了肥胖症的话家长要通过运动跟饮食改变他现在的情况，可以先让孩子学学游泳，游泳时水的阻力远远大于陆上运动时空气的阻力，脂肪消耗的更快，并且多让孩子吃一些高纤维食物食物，像菠菜，胡萝卜等，禁止孩子吃一些油炸食品和干果类食物，这些都是干热量高脂肪的食物，要帮助孩子改正吃完不喜欢动，或者暴饮暴食的习惯，在治疗小儿肥胖期间如果情况严重，建议家长先带孩子去医院检查一下孩子肥胖症的原因在针对性的治疗。
营养保健科,小儿肥胖爱吃肉理应如何治疗好,我家女宝，今年8岁，最近几周，发现，孩子身上越来越肉乎了，另外，一顿可以吃好几碗饭，平时都不喜欢吃去玩，请问：小儿肥胖爱吃肉理应如何治疗好。,改变孩子的肥胖要从让他爱运动和不挑食开始，可以先让他做一些有氧运动，比如慢跑，爬坡，游泳等，并且饮食上孩子多吃黄瓜，胡萝卜，菠菜等，不能给孩子吃像夏威夷果，曲奇饼干等高热量的零食，也不要让孩子总是暴饮暴食，让他多运动，提示家长给孩子治疗期间如果发现孩子情况严重的话就一定要带孩子去医院查明病情在针对治疗。
营养保健科,孩子肥胖能吃理应如何医治,我家的孩子是男宝宝，2岁，最近几周，发现，孩子好像越来越胖了，而且，最近越来越能吃了，平时都不喜欢吃去玩，请问：孩子肥胖能吃理应如何医治。,改变孩子的肥胖要从让他爱运动和不挑食开始，可以给孩子安排游泳或者慢跑这样的有氧运动，并且多吃一些蔬菜，像西红柿，黄瓜等，像饼干，夏威夷果，小蛋糕这个高热量的食物就不要给孩子吃了，而且不要让孩子总是吃完就躺在床上不动，家长在治疗小儿肥胖期间如果孩子情况严重就要及时去医院在医生的指导下给孩子治疗。
营养保健科,孩子肥胖能吃理应如何治疗,女宝宝，刚7岁，今年，觉得，孩子好像越来越胖了，另外，一顿可以吃好几碗饭，喜欢吃完饭就躺着，请问：孩子肥胖能吃理应如何治疗。,如果孩子患有肥胖症那么家长要先通过让他运动量和控制来改变他的症状，可以先让孩子学学游泳，游泳时水的阻力远远大于陆上运动时空气的阻力，脂肪消耗的更快，并且多让孩子吃一些高纤维食物食物，像菠菜，胡萝卜等，像饼干，夏威夷果，小蛋糕这个高热量的食物就不要给孩子吃了，而且不要让孩子总是吃完就躺在床上不动，在治疗小儿肥胖期间如果情况严重，建议家长先带孩子去医院检查一下孩子肥胖症的原因在针对性的治疗。
营养保健科,孩子肥胖懒理应如何治效果才好,女宝宝，目前4岁，最近几周，观察到，孩子好像越来越胖了，同时，食量非常的大，还不爱运动，请问：孩子肥胖懒理应如何治效果才好。,孩子身体肥胖可以先让孩子增加与运动量和控制饮食来缓解症状，可以先让他做一些有氧运动，比如慢跑，爬坡，游泳等，并且多吃一些富含维生素C的水果，像苹果，猕猴桃等，一定不要让孩子碰那些高热量的食物，如蛋糕，薯片，可乐等，而且那些不好的习惯也要帮助孩子改正过来，像吃完就不爱动，挑食等，提示家长给孩子治疗期间如果发现孩子情况严重的话就一定要带孩子去医院查明病情在针对治疗。
营养保健科,孩子肥胖懒理应如何诊治,男宝，已经5岁，最近，观察到，孩子好像越来越胖了，并且，一顿可以吃好几碗饭，喜欢吃完饭就躺着，请问：孩子肥胖懒理应如何诊治。,如果孩子患有肥胖症那么家长要先通过让他运动量和控制来改变他的症状，可以先让他做一些有氧运动，比如慢跑，爬坡，游泳等，并且多吃一些蔬菜，像西红柿，黄瓜等，一定不要让孩子碰那些高热量的食物，如蛋糕，薯片，可乐等，严格的控制孩子的饮食，不要让他暴饮暴食，多运动对改变孩子肥胖都是有好处的，在给孩子治疗肥胖的期间，如果孩子情况严重一定要带孩子去正规的医院治疗。
营养保健科,孩子肥胖能吃应当如何诊治,女宝宝，刚8岁，最近几周，观察到，我家孩子身上肉很多，另外，食量非常的大，叫他运动也不愿意，请问：孩子肥胖能吃应当如何诊治。,如果孩子得了肥胖症的话家长要通过运动跟饮食改变他现在的情况，像游泳，爬坡这类游泳运动对肥胖的症状都很好的效果，并且多让孩子吃一些高纤维食物食物，像菠菜，胡萝卜等，不能给孩子吃像夏威夷果，曲奇饼干等高热量的零食，而且孩子不喜欢运动的习惯一定要改掉，不然容易堆积脂肪，家长在给孩子治疗小儿肥胖期间，如果小儿肥胖症状严重的话，要及时带孩子去正规的医院进行针对性的治疗，不要盲目的治疗。
营养保健科,小儿肥胖不爱吃蔬菜该如何治效果好,我家女宝，今年5岁，最近几周，察觉到，我家孩子体重要比别的孩子重很多，而且，吃起来好像也特别不节制，叫他运动也不愿意，请问：小儿肥胖不爱吃蔬菜该如何治效果好。,当孩子患上肥胖症的时候家长可以增加孩子的运动量和控制他的饮食来改变症状，可以先让孩子学学游泳，游泳时水的阻力远远大于陆上运动时空气的阻力，脂肪消耗的更快，并且让孩子多吃一些菠菜，胡萝卜等这些高纤维的食物，瓜子，汉堡这样高热量的食物就不要让孩子吃了，严格的控制孩子的饮食，不要让他暴饮暴食，多运动对改变孩子肥胖都是有好处的，在治疗小儿肥胖在期间，家长如果发现孩子情况严重要及时去医院查明原因在针对性的治疗。
营养保健科,孩子肥胖懒理应如何治疗才好,男孩子，刚5岁，今年，发现，我家孩子越来越胖了，并且，吃的饭也比一般孩子多，叫他运动也不愿意，请问：孩子肥胖懒理应如何治疗才好。,如果发现孩子有小儿肥胖症你要先给孩子合理的安排运动和健康的饮食，要让孩子做一些他这个年龄段能做的运动，如游泳，慢跑等，并且饮食上孩子多吃黄瓜，胡萝卜，菠菜等，禁止孩子吃一些油炸食品和干果类食物，这些都是干热量高脂肪的食物，严格的控制孩子的饮食，不要让他暴饮暴食，多运动对改变孩子肥胖都是有好处的，在治疗小儿肥胖期间孩子肥胖症状严重一定要及时的去医院进行治疗，不要盲目的相信某些药物。
营养保健科,孩子肥胖懒应怎样治疗好,男孩子，刚3岁，最近几周，发现，我家孩子越来越胖了，同时，食量非常的大，还特别的懒，请问：孩子肥胖懒应怎样治疗好。,孩子出现肥胖症的情况。家长要通过孩子运功和健康的饮食来缓解他的症状，给孩子在承受范围内安排孩子游泳，慢跑等运动，像冬瓜，西红柿这样高纤维的蔬菜要多吃一些，禁止孩子吃高热量，高脂肪的食物，像蛋糕，干果，曲奇饼干等，也不要让孩子总是暴饮暴食，让他多运动，家长在给孩子治疗肥胖症期间，如果上述方法没有让您的孩子肥胖症状缓解的话要及时去医院查明原因，避免病情加重。
营养保健科,孩子肥胖不爱运动理应如何诊治,女宝宝，刚4岁，最近几周，察觉到，孩子好像越来越胖了，并且，一顿可以吃好几碗饭，喜欢吃完饭就躺着，请问：孩子肥胖不爱运动理应如何诊治。,改变孩子的肥胖要从让他爱运动和不挑食开始，可以先让他做一些有氧运动，比如慢跑，爬坡，游泳等，在这期间让孩子吃一些有利于改善肥胖症的蔬菜，例如冬瓜，豌豆黄等，禁止孩子吃高热量，高脂肪的食物，像蛋糕，干果，曲奇饼干等，严格的控制孩子的饮食，不要让他暴饮暴食，多运动对改变孩子肥胖都是有好处的，孩子在治疗期间家长要随时主要孩子的情况，情况严重者要在医生的指导下进行治疗，不要盲目治疗。
营养保健科,孩子肥胖爱吃肉该怎样诊治,女宝宝，目前4岁，这一年，发现，孩子身上越来越肉乎了，并且，一顿可以吃好几碗饭，还特别的懒，请问：孩子肥胖爱吃肉该怎样诊治。,如果孩子患有的肥胖症，家长要从他的运动和饮食上面开始，可以先让他做一些有氧运动，比如慢跑，爬坡，游泳等，并且多吃一些蔬菜，像西红柿，黄瓜等，禁止孩子吃高热量，高脂肪的食物，像蛋糕，干果，曲奇饼干等，而且孩子不喜欢运动的习惯一定要改掉，不然容易堆积脂肪，肥胖症治疗期间家长要根据孩子的情况进行合理的治疗，如果病情严重的话一定要去医院查明原因针对治疗。
营养保健科,孩子肥胖懒应怎样治疗,我家男宝，今年9岁，最近几周，觉得，我家孩子身上肉很多，另外，最近越来越能吃了，还特别的懒，请问：孩子肥胖懒应怎样治疗。,孩子身体肥胖可以先让孩子增加与运动量和控制饮食来缓解症状，可以给孩子安排游泳或者慢跑这样的有氧运动，并且多让孩子吃一些高纤维食物食物，像菠菜，胡萝卜等，禁止孩子吃一些油炸食品和干果类食物，这些都是干热量高脂肪的食物，生活中不要让孩子在床上吃零食或者吃完就躺着这些不好的习惯也会让脂肪堆积，在治疗小儿肥胖在期间，家长如果发现孩子情况严重要及时去医院查明原因在针对性的治疗。
营养保健科,孩子肥胖懒应怎样医治,男孩子，刚2岁，今年，察觉到，孩子身上越来越肉乎了，而且，吃的饭也比一般孩子多，平时都不喜欢吃去玩，请问：孩子肥胖懒应怎样医治。,小儿肥胖你可以先给孩子制定运动量和改变饮食，像游泳，爬坡这类游泳运动对肥胖的症状都很好的效果，并且让孩子多吃一些菠菜，胡萝卜等这些高纤维的食物，禁止孩子吃高热量，高脂肪的食物，像蛋糕，干果，曲奇饼干等，严格的控制孩子的饮食，不要让他暴饮暴食，多运动对改变孩子肥胖都是有好处的，在给孩子治疗肥胖的期间，如果孩子情况严重一定要带孩子去正规的医院治疗。
营养保健科,孩子肥胖爱吃肉理应怎样治疗,男宝，已经8岁，近期，观察到，我家孩子越来越胖了，同时，最近越来越能吃了，还特别的懒，请问：孩子肥胖爱吃肉理应怎样治疗。,如果孩子得了肥胖症的话家长要通过运动跟饮食改变他现在的情况，给孩子在承受范围内安排孩子游泳，慢跑等运动，并且多让孩子吃一些高纤维食物食物，像菠菜，胡萝卜等，瓜子，汉堡这样高热量的食物就不要让孩子吃了，也不要让孩子总是暴饮暴食，让他多运动，肥胖症治疗期间家长要根据孩子的情况进行合理的治疗，如果病情严重的话一定要去医院查明原因针对治疗。
耳鼻喉科,孩童中耳炎耳朵胀痛该如何医治,男孩，11岁，上小学了，这几天，孩子一直扣耳朵，说痒，早上，耳屎很多很黄，同时，伴有头痛发烧，请问：孩童中耳炎耳朵胀痛该如何医治。,医治小儿中耳炎首先家长可以给孩子吃点消炎类的药物，可以局部药物治疗，可使用消炎类型的滴耳液医治，如果耳痛的情况比较严重的话可适当给予一些镇痛药，要是伴随发高烧的情况，那么根据孩子的症状使用药物，严重的情况请尽快去医院进行救治，存在耳膜穿孔的情况家长可考虑可孩子手术治疗，最后，希望家长能够重视这一疾病，尽早带孩子就医治疗，平时也要注意做好相关的预防和保健工作。
